"---","ItemId","ItemType","Rarity","DisplayName","Description","ShortDescription","Tags","MaxStackSize","Weight","BaseValue","bConsumable","bEquippable","bQuestItem","bCanDrop","bCanTrade","ScalarProperties","UI","WorldVisual","Nutrition","Inspection","bIsTool","ToolType","ToolQuality","MaxDurability"
"StoneArrow01","StoneArrow01","Weapon","Uncommon","NSLOCTEXT(""DT_Items"", ""StoneArrow01_DisplayName"", ""Stone-Tipped Arrow"")","NSLOCTEXT(""DT_Items"", ""StoneArrow01_Description"", ""A slender wooden shaft with a knapped stone point and feather fletching. Arrow-making is a complex craft - the shaft must be straight, the point properly sized and hafted, the fletching aligned to impart stabilizing spin. Each arrow represents hours of skilled work, yet might be lost or broken in a single shot."")","NSLOCTEXT(""DT_Items"", ""StoneArrow01_ShortDescription"", ""A fletched arrow with stone point."")","{tags}","20","0.050000","5.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Ranged"",bIsKnowledge=False,XPAmount=5.0,MaxLevel=3)))","False","None","1.000000","0"
"FishingSpear01","FishingSpear01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""FishingSpear01_DisplayName"", ""Fishing Spear"")","NSLOCTEXT(""DT_Items"", ""FishingSpear01_Description"", ""A multi-pronged spear designed for taking fish in shallow water. Unlike hunting spears with single points, fishing spears have barbed tines that trap slippery prey. The earliest fishing spears used fire-hardened wooden prongs; later versions incorporated bone or stone barbs. Spearfishing requires understanding light refraction - fish are not where they appear."")","NSLOCTEXT(""DT_Items"", ""FishingSpear01_ShortDescription"", ""A pronged spear for fishing."")","{tags}","1","0.800000","15.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Fishing"",bIsKnowledge=False,XPAmount=10.0,MaxLevel=3),(Id=""FishSpearing"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","FishingSpear","0.500000","40"
"BoneHook01","BoneHook01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""BoneHook01_DisplayName"", ""Bone Fish Hook"")","NSLOCTEXT(""DT_Items"", ""BoneHook01_Description"", ""A curved hook carved from bone with a sharp point for catching fish. Fish hooks appeared at least 23,000 years ago in East Timor. The gorge hook - a straight sliver that catches sideways in the throat - predates the curved hook. Early anglers used plant fiber lines, baiting hooks with insects, worms, or bits of fish to attract prey."")","NSLOCTEXT(""DT_Items"", ""BoneHook01_ShortDescription"", ""A carved bone fishing hook."")","{tags}","10","0.010000","8.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Fishing"",bIsKnowledge=False,XPAmount=8.0,MaxLevel=3),(Id=""HookFishing"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","FishHook","0.400000","20"
"FishNet01","FishNet01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""FishNet01_DisplayName"", ""Fish Net"")","NSLOCTEXT(""DT_Items"", ""FishNet01_Description"", ""A mesh of knotted plant fiber designed to trap fish in water. Net-making represents a significant investment - hours of cordage production and careful knotting. But a well-made net can catch dozens of fish at once, transforming the economics of subsistence. The oldest known fishing net fragments date to around 8300 BCE in Finland."")","NSLOCTEXT(""DT_Items"", ""FishNet01_ShortDescription"", ""A woven fishing net."")","{tags}","1","1.500000","35.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Fishing"",bIsKnowledge=False,XPAmount=15.0,MaxLevel=3),(Id=""NetMaking"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","FishNet","0.300000","80"
"FishTrap01","FishTrap01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""FishTrap01_DisplayName"", ""Fish Trap"")","NSLOCTEXT(""DT_Items"", ""FishTrap01_Description"", ""A woven basket trap that guides fish into an enclosure from which they cannot escape. Fish traps work passively - once set in a stream or tidal area, they continue catching fish without attention. The design exploits fish behavior: swimming into constricting funnels but unable to find the exit. Such traps were used worldwide for millennia."")","NSLOCTEXT(""DT_Items"", ""FishTrap01_ShortDescription"", ""A woven fish trap."")","{tags}","1","2.000000","25.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Fishing"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3),(Id=""TrapFishing"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","FishTrap","0.400000","60"
"RawFish01","RawFish01","Consumable","Common","NSLOCTEXT(""DT_Items"", ""RawFish01_DisplayName"", ""Raw Fish"")","NSLOCTEXT(""DT_Items"", ""RawFish01_Description"", ""A freshly caught fish, still glistening wet. Fish were a crucial protein source for coastal and riverine peoples. Unlike mammals, fish can be eaten raw with lower parasite risk (though not zero). The omega-3 fatty acids in fish may have contributed to human brain development as coastal populations exploited this resource."")","NSLOCTEXT(""DT_Items"", ""RawFish01_ShortDescription"", ""A fresh uncooked fish."")","{tags}","5","0.400000","5.000000","True","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=82.000000,WaterContent=79.000000,Protein=18.000000,Carbohydrates=0.000000,Fat=1.000000,Fiber=0.000000,VitaminA=1.000000,VitaminB=40.000000,VitaminC=0.000000,VitaminD=40.000000,Iron=2.000000,Calcium=1.000000,Potassium=8.000000,Sodium=2.000000)","(Grants=((Id=""Fishing"",bIsKnowledge=False,XPAmount=5.0,MaxLevel=3)))","False","None","1.000000","0"
"CookedFish01","CookedFish01","Consumable","Common","NSLOCTEXT(""DT_Items"", ""CookedFish01_DisplayName"", ""Grilled Fish"")","NSLOCTEXT(""DT_Items"", ""CookedFish01_Description"", ""A fish cooked over open flame until the flesh flakes easily. Cooking fish destroys parasites and makes the protein more digestible, but the greatest advantage may be preservation - smoked and dried fish can be stored for months. Archaeological fish bones at coastal sites reveal that fishing was a dietary staple by the Upper Paleolithic."")","NSLOCTEXT(""DT_Items"", ""CookedFish01_ShortDescription"", ""A fire-grilled fish."")","{tags}","5","0.350000","8.000000","True","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=130.000000,WaterContent=60.000000,Protein=25.000000,Carbohydrates=0.000000,Fat=3.000000,Fiber=0.000000,VitaminA=1.000000,VitaminB=45.000000,VitaminC=0.000000,VitaminD=45.000000,Iron=2.000000,Calcium=2.000000,Potassium=10.000000,Sodium=3.000000)","(Grants=((Id=""Cooking"",bIsKnowledge=False,XPAmount=5.0,MaxLevel=3)))","False","None","1.000000","0"
"DriedFish01","DriedFish01","Consumable","Uncommon","NSLOCTEXT(""DT_Items"", ""DriedFish01_DisplayName"", ""Dried Fish"")","NSLOCTEXT(""DT_Items"", ""DriedFish01_Description"", ""Fish preserved through air-drying and smoking. Drying removes the moisture bacteria need to cause decay, creating food that lasts months or years. In Arctic regions, peoples learned to freeze-dry fish in winter winds. In warmer climates, smoking added antibacterial compounds. Dried fish was a trade good across prehistoric Europe and Asia."")","NSLOCTEXT(""DT_Items"", ""DriedFish01_ShortDescription"", ""Preserved dried fish."")","{tags}","10","0.200000","12.000000","True","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=290.000000,WaterContent=15.000000,Protein=52.000000,Carbohydrates=0.000000,Fat=8.000000,Fiber=0.000000,VitaminA=2.000000,VitaminB=60.000000,VitaminC=0.000000,VitaminD=60.000000,Iron=5.000000,Calcium=4.000000,Potassium=15.000000,Sodium=15.000000)","(Grants=((Id=""Cooking"",bIsKnowledge=False,XPAmount=10.0,MaxLevel=3),(Id=""FishDrying"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"Microlith01","Microlith01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""Microlith01_DisplayName"", ""Microlith"")","NSLOCTEXT(""DT_Items"", ""Microlith01_Description"", ""A tiny geometric blade designed to be hafted in combination with others. Microliths emerged in the late Paleolithic as a brilliant innovation - instead of one large point, many small blades set in a row create a serrated cutting edge. When one microlith breaks, only it needs replacement, not the whole tool. This modular approach revolutionized tool design."")","NSLOCTEXT(""DT_Items"", ""Microlith01_ShortDescription"", ""A tiny geometric stone blade."")","{tags}","20","0.010000","8.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Stoneworking"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3),(Id=""MicrolithMaking"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"MicrolithSickle01","MicrolithSickle01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""MicrolithSickle01_DisplayName"", ""Microlith Sickle"")","NSLOCTEXT(""DT_Items"", ""MicrolithSickle01_Description"", ""A curved wooden or bone handle set with a row of microliths to create a serrated cutting edge. The microlith sickle was essential for harvesting wild grasses - precursor to the agricultural sickle. Wear patterns called sickle gloss form on the microliths from cutting silica-rich grass stems, revealing these tools purposes across millennia."")","NSLOCTEXT(""DT_Items"", ""MicrolithSickle01_ShortDescription"", ""A sickle with microlith blade."")","{tags}","1","0.450000","30.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Stoneworking"",bIsKnowledge=False,XPAmount=15.0,MaxLevel=3),(Id=""SickleMaking"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","Sickle","0.600000","80"
"BrainTannedLeather01","BrainTannedLeather01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""BrainTannedLeather01_DisplayName"", ""Brain-Tanned Leather"")","NSLOCTEXT(""DT_Items"", ""BrainTannedLeather01_Description"", ""Supple leather processed by working animal brain oils into the hide. The old saying every animal has enough brains to tan its own hide is nearly true - brain tissue contains phospholipids that lubricate collagen fibers, preventing them from bonding stiff. Brain-tanned leather is soft, breathable, and can be washed, unlike bark-tanned leather."")","NSLOCTEXT(""DT_Items"", ""BrainTannedLeather01_ShortDescription"", ""Soft brain-tanned hide."")","{tags}","1","0.700000","25.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Leatherworking"",bIsKnowledge=False,XPAmount=18.0,MaxLevel=3),(Id=""BrainTanning"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"LeatherTunic01","LeatherTunic01","Armor","Uncommon","NSLOCTEXT(""DT_Items"", ""LeatherTunic01_DisplayName"", ""Leather Tunic"")","NSLOCTEXT(""DT_Items"", ""LeatherTunic01_Description"", ""A simple garment of stitched leather that covers the torso. The development of sewn clothing, enabled by bone needles, transformed human adaptation to cold climates. A leather tunic provides protection from wind, sun, and abrasion while allowing full range of motion. Such garments enabled human expansion into environments previously impossible to survive."")","NSLOCTEXT(""DT_Items"", ""LeatherTunic01_ShortDescription"", ""A basic leather shirt."")","{tags}","1","1.200000","35.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Leatherworking"",bIsKnowledge=False,XPAmount=20.0,MaxLevel=3),(Id=""LeatherClothing"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","200"
"LeatherTrousers01","LeatherTrousers01","Armor","Uncommon","NSLOCTEXT(""DT_Items"", ""LeatherTrousers01_DisplayName"", ""Leather Trousers"")","NSLOCTEXT(""DT_Items"", ""LeatherTrousers01_Description"", ""Leg coverings of stitched leather, essential for travel through brush and cold weather. Archaeological evidence suggests fitted leg garments developed in Eurasia, possibly in response to horse riding. The 5,300-year-old clothing of Otzi the Iceman included goat-leather leggings, showing the ancient lineage of this practical garment."")","NSLOCTEXT(""DT_Items"", ""LeatherTrousers01_ShortDescription"", ""Basic leather leg coverings."")","{tags}","1","1.000000","30.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Leatherworking"",bIsKnowledge=False,XPAmount=18.0,MaxLevel=3)))","False","None","1.000000","180"
"LeatherBoots01","LeatherBoots01","Armor","Uncommon","NSLOCTEXT(""DT_Items"", ""LeatherBoots01_DisplayName"", ""Leather Boots"")","NSLOCTEXT(""DT_Items"", ""LeatherBoots01_Description"", ""Foot coverings of thick leather with sewn soles. Footwear fundamentally changed human mobility - protecting feet from rocks, thorns, cold, and hot sand. The oldest known leather shoe, found in Armenia, dates to 5,500 years ago. Earlier footwear likely included simple moccasins and sandals that left no archaeological trace."")","NSLOCTEXT(""DT_Items"", ""LeatherBoots01_ShortDescription"", ""Basic leather footwear."")","{tags}","1","0.800000","25.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Leatherworking"",bIsKnowledge=False,XPAmount=15.0,MaxLevel=3)))","False","None","1.000000","150"
"HarpoonHead01","HarpoonHead01","Weapon","Uncommon","NSLOCTEXT(""DT_Items"", ""HarpoonHead01_DisplayName"", ""Bone Harpoon Head"")","NSLOCTEXT(""DT_Items"", ""HarpoonHead01_Description"", ""A barbed point carved from bone or antler, designed to detach from its shaft while remaining connected by a line. The toggling harpoon was a breakthrough in marine hunting - when the point penetrates, it twists sideways and cannot be pulled out. This allowed humans to hunt seals, walrus, and even whales that would otherwise escape."")","NSLOCTEXT(""DT_Items"", ""HarpoonHead01_ShortDescription"", ""A toggling bone harpoon point."")","{tags}","5","0.100000","15.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Hunting"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3),(Id=""HarpoonMaking"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"DugoutCanoe01","DugoutCanoe01","Misc","Epic","NSLOCTEXT(""DT_Items"", ""DugoutCanoe01_DisplayName"", ""Dugout Canoe"")","NSLOCTEXT(""DT_Items"", ""DugoutCanoe01_Description"", ""A watercraft hollowed from a single log using fire and stone tools. The dugout canoe was humanitys first true vessel, enabling river travel, coastal fishing, and island colonization. The oldest known example dates to around 8000 BCE in the Netherlands. Creating a dugout required weeks of careful work - charring the interior and scraping out the carbon with stone adzes."")","NSLOCTEXT(""DT_Items"", ""DugoutCanoe01_ShortDescription"", ""A canoe carved from a log."")","{tags}","1","50.000000","200.000000","False","False","False","True","False","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Woodworking"",bIsKnowledge=False,XPAmount=50.0,MaxLevel=3),(Id=""CanoeMaking"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","500"
"Paddle01","Paddle01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""Paddle01_DisplayName"", ""Wooden Paddle"")","NSLOCTEXT(""DT_Items"", ""Paddle01_Description"", ""A carved wooden blade attached to a handle for propelling watercraft. The paddle is an extension of the human arm into water - its broad surface pushes water backward to drive a boat forward. Early paddles were single-piece, carved from split logs. The design has remained essentially unchanged for millennia because physics demands certain proportions."")","NSLOCTEXT(""DT_Items"", ""Paddle01_ShortDescription"", ""A paddle for boats."")","{tags}","1","1.200000","15.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Woodworking"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3)))","True","Paddle","0.500000","100"
"GroundStoneAxe01","GroundStoneAxe01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""GroundStoneAxe01_DisplayName"", ""Ground Stone Axe"")","NSLOCTEXT(""DT_Items"", ""GroundStoneAxe01_Description"", ""A stone axe head shaped by grinding rather than flaking. Ground stone technology, emerging in the Mesolithic, produced tougher tools than flaked stone - essential for heavy woodworking. The grinding process takes hours but creates a smooth surface that cuts more efficiently and resists chipping. Such axes made dugout canoes and timber construction possible."")","NSLOCTEXT(""DT_Items"", ""GroundStoneAxe01_ShortDescription"", ""A polished stone axe head."")","{tags}","1","1.500000","40.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Stoneworking"",bIsKnowledge=False,XPAmount=25.0,MaxLevel=3),(Id=""GroundStone"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","Axe","0.700000","200"
